term,corr,state,freq
interference,-0.005,11,deltatheta
detected,-0.005,11,deltatheta
dyslexia,-0.005,11,deltatheta
response selection,-0.005,11,deltatheta
thoughts,-0.005,11,deltatheta
appraisal,-0.005,11,deltatheta
coordination,-0.005,11,deltatheta
impulsivity,-0.005,11,deltatheta
multisensory,-0.005,11,deltatheta
gyrus middle,-0.006,11,deltatheta
frontal parietal,-0.006,11,deltatheta
control,-0.006,11,deltatheta
cognitive function,-0.006,11,deltatheta
visually presented,-0.006,11,deltatheta
prefrontal cortices,-0.006,11,deltatheta
gyrus posterior,-0.006,11,deltatheta
neutral,-0.006,11,deltatheta
preferences,-0.006,11,deltatheta
unpleasant,-0.006,11,deltatheta
stroop,-0.006,11,deltatheta
choice,-0.006,11,deltatheta
neutral pictures,-0.006,11,deltatheta
default mode,-0.006,11,deltatheta
ventral striatum,-0.006,11,deltatheta
strategic,-0.006,11,deltatheta
cognitive control,-0.006,11,deltatheta
aversive,-0.006,11,deltatheta
rules,-0.006,11,deltatheta
reaction,-0.006,11,deltatheta
sad,-0.006,11,deltatheta
junction,-0.006,11,deltatheta
cognitive emotional,-0.007,11,deltatheta
memory task,-0.007,11,deltatheta
disorder ocd,-0.007,11,deltatheta
frontal lobe,-0.007,11,deltatheta
motor task,-0.007,11,deltatheta
muscle,-0.007,11,deltatheta
caudal,-0.007,11,deltatheta
memory load,-0.007,11,deltatheta
parahippocampus,-0.007,11,deltatheta
ratings,-0.007,11,deltatheta
fronto striatal,-0.007,11,deltatheta
ventral anterior,-0.007,11,deltatheta
olfactory,-0.007,11,deltatheta
spectrum disorders,-0.007,11,deltatheta
interoceptive,-0.007,11,deltatheta
nociceptive,-0.007,11,deltatheta
ba,-0.007,11,deltatheta
endogenous,-0.007,11,deltatheta
rhythm,-0.007,11,deltatheta
trait,-0.007,11,deltatheta
frontal operculum,-0.007,11,deltatheta
postcentral gyrus,-0.008,11,deltatheta
integrated,-0.008,11,deltatheta
placebo,-0.008,11,deltatheta
insular,-0.008,11,deltatheta
separation,-0.008,11,deltatheta
postcentral,-0.008,11,deltatheta
gyrus inferior,-0.008,11,deltatheta
motor response,-0.008,11,deltatheta
recognition task,-0.008,11,deltatheta
gyrus insula,-0.008,11,deltatheta
controls,-0.008,11,deltatheta
autism spectrum,-0.008,11,deltatheta
opercularis,-0.008,11,deltatheta
amnestic,-0.008,11,deltatheta
difficulty,-0.008,11,deltatheta
negative feedback,-0.008,11,deltatheta
movement,-0.008,11,deltatheta
motor function,-0.008,11,deltatheta
implicit,-0.008,11,deltatheta
emotion regulation,-0.009,11,deltatheta
psts,-0.009,11,deltatheta
amygdala hippocampus,-0.009,11,deltatheta
motor network,-0.009,11,deltatheta
electrical,-0.009,11,deltatheta
frontal cortices,-0.009,11,deltatheta
dlpfc,-0.009,11,deltatheta
spectrum,-0.01,11,deltatheta
inferior prefrontal,-0.01,11,deltatheta
cortex hippocampus,-0.01,11,deltatheta
demands,-0.01,11,deltatheta
rehabilitation,-0.01,11,deltatheta
motor premotor,-0.01,11,deltatheta
likelihood,-0.01,11,deltatheta
sensorimotor network,-0.01,11,deltatheta
remembering,-0.01,11,deltatheta
verbal,-0.011,11,deltatheta
eating,-0.011,11,deltatheta
stroke,-0.011,11,deltatheta
asd,-0.011,11,deltatheta
experiencing,-0.011,11,deltatheta
posterior inferior,-0.011,11,deltatheta
strategy,-0.011,11,deltatheta
lateral frontal,-0.011,11,deltatheta
cortical,-0.011,11,deltatheta
subjective,-0.011,11,deltatheta
inhibitory control,-0.011,11,deltatheta
sensory motor,-0.011,11,deltatheta
temporoparietal,-0.011,11,deltatheta
decision,-0.011,11,deltatheta
middle superior,-0.011,11,deltatheta
compensation,-0.011,11,deltatheta
competing,-0.012,11,deltatheta
feelings,-0.012,11,deltatheta
retention,-0.012,11,deltatheta
regulate,-0.012,11,deltatheta
gain,-0.012,11,deltatheta
touch,-0.012,11,deltatheta
personality,-0.012,11,deltatheta
cingulate cortices,-0.012,11,deltatheta
outcomes,-0.012,11,deltatheta
insular cortex,-0.012,11,deltatheta
violations,-0.013,11,deltatheta
operculum,-0.013,11,deltatheta
arousal,-0.013,11,deltatheta
salience network,-0.013,11,deltatheta
pseudowords,-0.013,11,deltatheta
cortex amygdala,-0.013,11,deltatheta
primary sensorimotor,-0.013,11,deltatheta
control processes,-0.014,11,deltatheta
decision making,-0.014,11,deltatheta
integrative,-0.014,11,deltatheta
ipsilateral,-0.014,11,deltatheta
thought,-0.014,11,deltatheta
events,-0.014,11,deltatheta
salient,-0.014,11,deltatheta
reversal,-0.014,11,deltatheta
intention,-0.014,11,deltatheta
complexity,-0.014,11,deltatheta
stroop task,-0.014,11,deltatheta
orbital,-0.015,11,deltatheta
amygdala anterior,-0.015,11,deltatheta
dementia,-0.015,11,deltatheta
socially,-0.015,11,deltatheta
midline,-0.015,11,deltatheta
smoking,-0.015,11,deltatheta
semantic memory,-0.015,11,deltatheta
aphasia,-0.015,11,deltatheta
response inhibition,-0.015,11,deltatheta
reward,-0.015,11,deltatheta
autobiographical memory,-0.015,11,deltatheta
posterior insula,-0.016,11,deltatheta
conflicting,-0.016,11,deltatheta
naming,-0.016,11,deltatheta
evaluations,-0.016,11,deltatheta
read,-0.016,11,deltatheta
mental state,-0.016,11,deltatheta
ba 44,-0.017,11,deltatheta
default,-0.017,11,deltatheta
middle inferior,-0.017,11,deltatheta
stop,-0.017,11,deltatheta
primary secondary,-0.017,11,deltatheta
choices,-0.017,11,deltatheta
supplementary,-0.017,11,deltatheta
frontal cortex,-0.018,11,deltatheta
oral,-0.018,11,deltatheta
painful,-0.018,11,deltatheta
executive,-0.019,11,deltatheta
errors,-0.019,11,deltatheta
emotions,-0.019,11,deltatheta
conflict,-0.019,11,deltatheta
pars,-0.019,11,deltatheta
conceptual,-0.02,11,deltatheta
inferences,-0.02,11,deltatheta
arm,-0.02,11,deltatheta
intentions,-0.02,11,deltatheta
frontal temporal,-0.02,11,deltatheta
verbal fluency,-0.02,11,deltatheta
dorsolateral prefrontal,-0.02,11,deltatheta
ptsd,-0.02,11,deltatheta
streams,-0.021,11,deltatheta
negative affect,-0.021,11,deltatheta
pleasant,-0.021,11,deltatheta
nouns,-0.021,11,deltatheta
frontotemporal,-0.021,11,deltatheta
reactions,-0.021,11,deltatheta
people,-0.021,11,deltatheta
supplementary motor,-0.021,11,deltatheta
health,-0.021,11,deltatheta
superior middle,-0.021,11,deltatheta
error,-0.022,11,deltatheta
posterior anterior,-0.022,11,deltatheta
amygdala,-0.022,11,deltatheta
cortex lateral,-0.022,11,deltatheta
sequences,-0.022,11,deltatheta
reasoning,-0.022,11,deltatheta
silent,-0.023,11,deltatheta
anterior medial,-0.023,11,deltatheta
m1,-0.023,11,deltatheta
anterior insula,-0.023,11,deltatheta
concepts,-0.023,11,deltatheta
construction,-0.023,11,deltatheta
tactile,-0.024,11,deltatheta
s1,-0.024,11,deltatheta
written,-0.024,11,deltatheta
craving,-0.024,11,deltatheta
money,-0.024,11,deltatheta
interpersonal,-0.024,11,deltatheta
judgments,-0.024,11,deltatheta
decoding,-0.024,11,deltatheta
word,-0.024,11,deltatheta
taste,-0.024,11,deltatheta
medial frontal,-0.024,11,deltatheta
communication,-0.025,11,deltatheta
ventrolateral prefrontal,-0.025,11,deltatheta
motor sma,-0.025,11,deltatheta
frontopolar,-0.025,11,deltatheta
stimulation,-0.025,11,deltatheta
limb,-0.025,11,deltatheta
dorsolateral pfc,-0.025,11,deltatheta
contralateral,-0.025,11,deltatheta
choose,-0.025,11,deltatheta
temporoparietal junction,-0.025,11,deltatheta
temporal lobe,-0.025,11,deltatheta
pain,-0.026,11,deltatheta
judgment,-0.026,11,deltatheta
signal task,-0.026,11,deltatheta
passive,-0.026,11,deltatheta
anterior prefrontal,-0.026,11,deltatheta
unimodal,-0.026,11,deltatheta
subgenual,-0.026,11,deltatheta
negative positive,-0.026,11,deltatheta
food,-0.027,11,deltatheta
inference,-0.027,11,deltatheta
cortex dacc,-0.027,11,deltatheta
repetition,-0.027,11,deltatheta
empathy,-0.027,11,deltatheta
temporal inferior,-0.027,11,deltatheta
cortices,-0.028,11,deltatheta
negative,-0.028,11,deltatheta
cortex m1,-0.028,11,deltatheta
core,-0.028,11,deltatheta
paralimbic,-0.028,11,deltatheta
resting state,-0.028,11,deltatheta
lateralization,-0.029,11,deltatheta
somatosensory cortices,-0.029,11,deltatheta
discriminative,-0.029,11,deltatheta
negative neutral,-0.029,11,deltatheta
belief,-0.029,11,deltatheta
secondary somatosensory,-0.029,11,deltatheta
sensorimotor cortex,-0.03,11,deltatheta
motor cortex,-0.03,11,deltatheta
ventral medial,-0.03,11,deltatheta
medial orbitofrontal,-0.03,11,deltatheta
abstract,-0.03,11,deltatheta
noxious,-0.03,11,deltatheta
gyrus superior,-0.03,11,deltatheta
si,-0.03,11,deltatheta
lobes,-0.03,11,deltatheta
insula,-0.031,11,deltatheta
primary motor,-0.031,11,deltatheta
dorsolateral,-0.031,11,deltatheta
rostral,-0.031,11,deltatheta
primary somatosensory,-0.031,11,deltatheta
lateral,-0.032,11,deltatheta
affective,-0.032,11,deltatheta
concrete,-0.032,11,deltatheta
traits,-0.032,11,deltatheta
gyrus medial,-0.032,11,deltatheta
personality traits,-0.032,11,deltatheta
english,-0.032,11,deltatheta
dorsal medial,-0.032,11,deltatheta
somatosensory cortex,-0.032,11,deltatheta
cortex posterior,-0.032,11,deltatheta
stop signal,-0.032,11,deltatheta
hemisphere,-0.032,11,deltatheta
sii,-0.033,11,deltatheta
verb,-0.034,11,deltatheta
lateral prefrontal,-0.034,11,deltatheta
gyrus ifg,-0.034,11,deltatheta
sensorimotor,-0.035,11,deltatheta
insula anterior,-0.035,11,deltatheta
ambiguous,-0.035,11,deltatheta
languages,-0.035,11,deltatheta
speakers,-0.035,11,deltatheta
cortex pfc,-0.036,11,deltatheta
sentence comprehension,-0.036,11,deltatheta
natural,-0.036,11,deltatheta
dacc,-0.036,11,deltatheta
somatosensory,-0.036,11,deltatheta
empathic,-0.037,11,deltatheta
reappraisal,-0.037,11,deltatheta
thinking,-0.038,11,deltatheta
verbs,-0.038,11,deltatheta
fluency,-0.038,11,deltatheta
sensory,-0.038,11,deltatheta
social interaction,-0.038,11,deltatheta
personal,-0.038,11,deltatheta
musicians,-0.039,11,deltatheta
resting,-0.04,11,deltatheta
value,-0.04,11,deltatheta
experiences,-0.04,11,deltatheta
beliefs,-0.04,11,deltatheta
positive negative,-0.04,11,deltatheta
articulatory,-0.041,11,deltatheta
semantically,-0.041,11,deltatheta
cortex anterior,-0.042,11,deltatheta
ifg,-0.042,11,deltatheta
posterior temporal,-0.042,11,deltatheta
cortex dmpfc,-0.043,11,deltatheta
mood,-0.043,11,deltatheta
posterior superior,-0.043,11,deltatheta
temporal cortex,-0.044,11,deltatheta
moral,-0.044,11,deltatheta
lateralized,-0.045,11,deltatheta
broca,-0.045,11,deltatheta
tone,-0.045,11,deltatheta
speaking,-0.045,11,deltatheta
cognition,-0.046,11,deltatheta
ventrolateral,-0.046,11,deltatheta
rostral anterior,-0.047,11,deltatheta
foot,-0.047,11,deltatheta
dorsal anterior,-0.047,11,deltatheta
inferior,-0.048,11,deltatheta
primary,-0.048,11,deltatheta
words,-0.049,11,deltatheta
medial lateral,-0.049,11,deltatheta
social interactions,-0.05,11,deltatheta
dmpfc,-0.051,11,deltatheta
posterior middle,-0.053,11,deltatheta
emotional,-0.053,11,deltatheta
person,-0.053,11,deltatheta
temporal lobes,-0.053,11,deltatheta
frontal,-0.053,11,deltatheta
lateral temporal,-0.053,11,deltatheta
vlpfc,-0.053,11,deltatheta
social cognition,-0.054,11,deltatheta
cortex ofc,-0.054,11,deltatheta
speech production,-0.054,11,deltatheta
ofc,-0.056,11,deltatheta
social cognitive,-0.058,11,deltatheta
phonological,-0.058,11,deltatheta
frontal gyrus,-0.059,11,deltatheta
pfc,-0.06,11,deltatheta
valence,-0.061,11,deltatheta
autobiographical,-0.063,11,deltatheta
lateral orbitofrontal,-0.064,11,deltatheta
production,-0.064,11,deltatheta
lexical,-0.065,11,deltatheta
integration,-0.065,11,deltatheta
noise,-0.066,11,deltatheta
mentalizing,-0.069,11,deltatheta
visual auditory,-0.071,11,deltatheta
pitch,-0.071,11,deltatheta
referential,-0.071,11,deltatheta
mtg,-0.073,11,deltatheta
auditory visual,-0.073,11,deltatheta
theory,-0.073,11,deltatheta
heschl,-0.075,11,deltatheta
heschl gyrus,-0.075,11,deltatheta
modality,-0.076,11,deltatheta
dorsomedial prefrontal,-0.076,11,deltatheta
self referential,-0.077,11,deltatheta
hearing,-0.077,11,deltatheta
inferior frontal,-0.078,11,deltatheta
temporal gyri,-0.078,11,deltatheta
language network,-0.079,11,deltatheta
temporal frontal,-0.08,11,deltatheta
primary auditory,-0.08,11,deltatheta
ventromedial prefrontal,-0.082,11,deltatheta
gyrus,-0.083,11,deltatheta
orbitofrontal,-0.083,11,deltatheta
fronto temporal,-0.083,11,deltatheta
ventromedial,-0.083,11,deltatheta
audiovisual,-0.083,11,deltatheta
sulcus sts,-0.083,11,deltatheta
cortex vmpfc,-0.084,11,deltatheta
cortex acc,-0.084,11,deltatheta
orbitofrontal cortex,-0.084,11,deltatheta
vocal,-0.086,11,deltatheta
vmpfc,-0.088,11,deltatheta
temporale,-0.089,11,deltatheta
planum temporale,-0.089,11,deltatheta
planum,-0.089,11,deltatheta
auditory stimuli,-0.091,11,deltatheta
sound,-0.091,11,deltatheta
medial pfc,-0.092,11,deltatheta
mental states,-0.093,11,deltatheta
tom,-0.094,11,deltatheta
acc,-0.094,11,deltatheta
dorsomedial,-0.095,11,deltatheta
middle temporal,-0.096,11,deltatheta
syntactic,-0.096,11,deltatheta
mind tom,-0.097,11,deltatheta
mind,-0.098,11,deltatheta
gyrus stg,-0.098,11,deltatheta
temporal sulcus,-0.098,11,deltatheta
auditory cortex,-0.098,11,deltatheta
semantic,-0.098,11,deltatheta
cingulate cortex,-0.101,11,deltatheta
language comprehension,-0.104,11,deltatheta
temporal pole,-0.105,11,deltatheta
voice,-0.106,11,deltatheta
sts,-0.106,11,deltatheta
musical,-0.107,11,deltatheta
anterior superior,-0.108,11,deltatheta
superior,-0.109,11,deltatheta
anterior,-0.11,11,deltatheta
sentence,-0.11,11,deltatheta
anterior cingulate,-0.111,11,deltatheta
music,-0.111,11,deltatheta
heard,-0.112,11,deltatheta
cingulate,-0.113,11,deltatheta
theory mind,-0.114,11,deltatheta
pole,-0.115,11,deltatheta
cortex mpfc,-0.115,11,deltatheta
social,-0.116,11,deltatheta
speech perception,-0.117,11,deltatheta
acoustic,-0.122,11,deltatheta
listened,-0.124,11,deltatheta
language,-0.125,11,deltatheta
anterior temporal,-0.126,11,deltatheta
sounds,-0.127,11,deltatheta
prefrontal cortex,-0.13,11,deltatheta
auditory,-0.132,11,deltatheta
speaker,-0.134,11,deltatheta
linguistic,-0.135,11,deltatheta
spoken,-0.137,11,deltatheta
medial,-0.137,11,deltatheta
sentences,-0.139,11,deltatheta
superior temporal,-0.14,11,deltatheta
speech,-0.141,11,deltatheta
mpfc,-0.142,11,deltatheta
prefrontal,-0.143,11,deltatheta
temporal gyrus,-0.145,11,deltatheta
listening,-0.147,11,deltatheta
temporal,-0.149,11,deltatheta
comprehension,-0.149,11,deltatheta
medial prefrontal,-0.156,11,deltatheta
occipital,0.278,11,wideband
visual,0.268,11,wideband
occipital cortex,0.186,11,wideband
v1,0.171,11,wideband
cuneus,0.17,11,wideband
early visual,0.16,11,wideband
extrastriate,0.158,11,wideband
sighted,0.154,11,wideband
vision,0.151,11,wideband
objects,0.144,11,wideband
motion,0.144,11,wideband
lateral occipital,0.142,11,wideband
object,0.142,11,wideband
visual stream,0.141,11,wideband
inferior occipital,0.141,11,wideband
occipital gyrus,0.137,11,wideband
mt,0.135,11,wideband
ventral visual,0.132,11,wideband
occipito,0.129,11,wideband
visual cortex,0.128,11,wideband
precuneus,0.127,11,wideband
fusiform,0.114,11,wideband
middle occipital,0.11,11,wideband
face,0.107,11,wideband
v5,0.105,11,wideband
occipito temporal,0.104,11,wideband
primary visual,0.096,11,wideband
selective,0.095,11,wideband
occipitotemporal,0.093,11,wideband
visual perception,0.088,11,wideband
visual motion,0.085,11,wideband
visual cortices,0.083,11,wideband
precuneus posterior,0.082,11,wideband
fusiform gyrus,0.08,11,wideband
occipitotemporal cortex,0.078,11,wideband
videos,0.078,11,wideband
fusiform face,0.076,11,wideband
faces,0.076,11,wideband
perceptual,0.073,11,wideband
viewing,0.071,11,wideband
parieto occipital,0.069,11,wideband
parieto,0.069,11,wideband
location,0.068,11,wideband
body,0.067,11,wideband
spatial,0.067,11,wideband
intentional,0.066,11,wideband
posterior cingulate,0.065,11,wideband
ffa,0.065,11,wideband
face ffa,0.065,11,wideband
eye movements,0.064,11,wideband
video,0.064,11,wideband
angular gyrus,0.061,11,wideband
posterior,0.061,11,wideband
angular,0.061,11,wideband
spatial attention,0.059,11,wideband
sulcus,0.057,11,wideband
letter,0.057,11,wideband
visual field,0.057,11,wideband
intraparietal,0.056,11,wideband
memory retrieval,0.056,11,wideband
visuospatial,0.056,11,wideband
action observation,0.056,11,wideband
perception,0.056,11,wideband
episodic,0.054,11,wideband
object recognition,0.054,11,wideband
stream,0.052,11,wideband
default mode,0.051,11,wideband
cortex precuneus,0.05,11,wideband
retrieval,0.049,11,wideband
video clips,0.049,11,wideband
occipital temporal,0.049,11,wideband
navigation,0.049,11,wideband
default,0.048,11,wideband
fusiform gyri,0.048,11,wideband
lingual gyrus,0.047,11,wideband
posterior parietal,0.047,11,wideband
matching,0.046,11,wideband
visuo,0.046,11,wideband
rotation,0.045,11,wideband
intraparietal sulcus,0.045,11,wideband
attention,0.045,11,wideband
face recognition,0.045,11,wideband
retrosplenial,0.044,11,wideband
human,0.044,11,wideband
lingual,0.043,11,wideband
episodic memory,0.043,11,wideband
dmn,0.043,11,wideband
parietal,0.043,11,wideband
visual word,0.042,11,wideband
category,0.042,11,wideband
pcc,0.041,11,wideband
visually,0.041,11,wideband
reading,0.04,11,wideband
dimensional,0.04,11,wideband
attentional,0.04,11,wideband
selective attention,0.039,11,wideband
visual stimuli,0.039,11,wideband
characters,0.039,11,wideband
connectivity,0.037,11,wideband
ips,0.036,11,wideband
calculation,0.036,11,wideband
parietal frontal,0.035,11,wideband
passively,0.035,11,wideband
color,0.035,11,wideband
locations,0.035,11,wideband
orienting,0.035,11,wideband
recognition,0.035,11,wideband
default network,0.034,11,wideband
orthographic,0.034,11,wideband
rest,0.034,11,wideband
sulcus ips,0.034,11,wideband
virtual,0.033,11,wideband
eye,0.033,11,wideband
superior parietal,0.033,11,wideband
predictions,0.033,11,wideband
gaze,0.032,11,wideband
fixation,0.032,11,wideband
watching,0.032,11,wideband
network dmn,0.032,11,wideband
parietal cortex,0.032,11,wideband
actions,0.031,11,wideband
recollection,0.031,11,wideband
cortex pcc,0.03,11,wideband
reaching,0.03,11,wideband
information,0.029,11,wideband
item,0.029,11,wideband
categories,0.029,11,wideband
visual attention,0.029,11,wideband
gestures,0.029,11,wideband
chinese,0.028,11,wideband
familiar,0.028,11,wideband
tools,0.028,11,wideband
ppc,0.028,11,wideband
switching,0.028,11,wideband
shapes,0.027,11,wideband
modalities,0.027,11,wideband
illusion,0.026,11,wideband
parietal junction,0.025,11,wideband
erp,0.025,11,wideband
functional connectivity,0.025,11,wideband
cortex ppc,0.025,11,wideband
cortex suggest,0.025,11,wideband
dorsal attention,0.024,11,wideband
facial expression,0.023,11,wideband
frontoparietal network,0.023,11,wideband
frontoparietal,0.023,11,wideband
word form,0.023,11,wideband
items,0.022,11,wideband
eye movement,0.022,11,wideband
memories,0.022,11,wideband
attending,0.021,11,wideband
recognize,0.021,11,wideband
spatial information,0.021,11,wideband
autobiographical memory,0.021,11,wideband
agent,0.02,11,wideband
task relevant,0.02,11,wideband
gyrus precuneus,0.02,11,wideband
readers,0.02,11,wideband
mental imagery,0.019,11,wideband
images,0.019,11,wideband
temporal occipital,0.019,11,wideband
grasping,0.019,11,wideband
temporal parietal,0.018,11,wideband
retrieved,0.018,11,wideband
temporo parietal,0.018,11,wideband
attention network,0.018,11,wideband
letters,0.018,11,wideband
parietal occipital,0.018,11,wideband
junction,0.018,11,wideband
memory,0.017,11,wideband
visually presented,0.017,11,wideband
encoding,0.017,11,wideband
imitation,0.017,11,wideband
saccades,0.017,11,wideband
eye fields,0.017,11,wideband
place,0.017,11,wideband
recognition memory,0.017,11,wideband
pictures,0.017,11,wideband
psts,0.016,11,wideband
goals,0.016,11,wideband
action,0.016,11,wideband
matching task,0.016,11,wideband
visuo spatial,0.016,11,wideband
retrosplenial cortex,0.016,11,wideband
junction tpj,0.016,11,wideband
task positive,0.016,11,wideband
multisensory,0.016,11,wideband
occipital lobe,0.015,11,wideband
temporo,0.015,11,wideband
midline,0.015,11,wideband
subtraction,0.015,11,wideband
attended,0.015,11,wideband
naturalistic,0.015,11,wideband
temporoparietal,0.015,11,wideband
real world,0.015,11,wideband
target,0.015,11,wideband
targets,0.014,11,wideband
congruency,0.014,11,wideband
memory encoding,0.014,11,wideband
intervals,0.014,11,wideband
remembered,0.014,11,wideband
spl,0.013,11,wideband
bilinguals,0.013,11,wideband
familiarity,0.013,11,wideband
arithmetic,0.013,11,wideband
facial,0.013,11,wideband
depth,0.013,11,wideband
perceiving,0.013,11,wideband
beliefs,0.013,11,wideband
tpj,0.012,11,wideband
shifts,0.012,11,wideband
congruent incongruent,0.012,11,wideband
unfamiliar,0.012,11,wideband
symbolic,0.012,11,wideband
spontaneous,0.012,11,wideband
sn,0.012,11,wideband
memory performance,0.012,11,wideband
deprivation,0.012,11,wideband
space,0.011,11,wideband
intense,0.011,11,wideband
shifting,0.011,11,wideband
lateral parietal,0.011,11,wideband
schizophrenic,0.011,11,wideband
knowledge,0.01,11,wideband
autism,0.01,11,wideband
flexibility,0.01,11,wideband
amnestic,0.01,11,wideband
forms,0.01,11,wideband
angry,0.01,11,wideband
cross modal,0.009,11,wideband
complex,0.009,11,wideband
integrating,0.009,11,wideband
response time,0.009,11,wideband
gyrus mfg,0.009,11,wideband
expression,0.008,11,wideband
demand,0.008,11,wideband
lateral medial,0.008,11,wideband
parietal lobule,0.008,11,wideband
congruent,0.008,11,wideband
encode,0.008,11,wideband
visual stimulus,0.008,11,wideband
saccade,0.008,11,wideband
fronto parietal,0.008,11,wideband
sensory information,0.008,11,wideband
cortex middle,0.008,11,wideband
word,0.008,11,wideband
parietal network,0.008,11,wideband
expertise,0.007,11,wideband
fronto,0.007,11,wideband
detecting,0.007,11,wideband
switch,0.007,11,wideband
percept,0.007,11,wideband
confidence,0.007,11,wideband
remember,0.007,11,wideband
monitoring,0.007,11,wideband
frontal eye,0.007,11,wideband
conjunction,0.007,11,wideband
read,0.007,11,wideband
occipital parietal,0.007,11,wideband
risky,0.007,11,wideband
adaptation,0.007,11,wideband
autobiographical,0.006,11,wideband
mirror,0.006,11,wideband
emotional faces,0.006,11,wideband
lexical decision,0.006,11,wideband
person,0.006,11,wideband
button,0.006,11,wideband
mci,0.006,11,wideband
ventral dorsal,0.006,11,wideband
pairs,0.005,11,wideband
streams,0.005,11,wideband
elderly,0.005,11,wideband
attentional control,0.005,11,wideband
rule,0.005,11,wideband
naming,0.005,11,wideband
contextual,0.005,11,wideband
goal,0.005,11,wideband
anterior posterior,0.005,11,wideband
hands,0.005,11,wideband
temporoparietal junction,0.005,11,wideband
tracking,0.005,11,wideband
dimension,0.004,11,wideband
inferior temporal,0.004,11,wideband
memory processes,0.004,11,wideband
relational,0.004,11,wideband
memory test,0.004,11,wideband
selection,0.004,11,wideband
hubs,0.004,11,wideband
tasks,0.004,11,wideband
eye field,0.004,11,wideband
preparatory,0.004,11,wideband
remembering,0.004,11,wideband
cortex ventral,0.004,11,wideband
priming,0.003,11,wideband
memory tasks,0.003,11,wideband
parietal lobe,0.003,11,wideband
cognitive task,0.003,11,wideband
economic,0.003,11,wideband
concurrent,0.003,11,wideband
cue,0.003,11,wideband
hub,0.003,11,wideband
orientation,0.003,11,wideband
pointing,0.003,11,wideband
cognitive impairment,0.003,11,wideband
cortex frontal,0.003,11,wideband
correctly,0.002,11,wideband
parietal lobules,0.002,11,wideband
cingulate gyrus,0.002,11,wideband
mnemonic,0.002,11,wideband
performance task,0.002,11,wideband
facial expressions,0.002,11,wideband
passive viewing,0.002,11,wideband
consistency,0.002,11,wideband
solving,0.002,11,wideband
compensatory,0.002,11,wideband
eyes,0.002,11,wideband
salience network,0.002,11,wideband
addition,0.002,11,wideband
cued,0.002,11,wideband
goal directed,0.002,11,wideband
mild cognitive,0.002,11,wideband
mentalizing,0.002,11,wideband
medial temporal,0.002,11,wideband
happy faces,0.002,11,wideband
posterior superior,0.002,11,wideband
sources,0.002,11,wideband
superior middle,0.002,11,wideband
recognized,0.001,11,wideband
detection task,0.001,11,wideband
expressions,0.001,11,wideband
attend,0.001,11,wideband
character,0.001,11,wideband
encoding retrieval,0.001,11,wideband
everyday life,0.001,11,wideband
temporal cortex,0.001,11,wideband
names,0.001,11,wideband
inferior superior,0.001,11,wideband
neutral stimuli,0.001,11,wideband
task,0.001,11,wideband
disease,0.001,11,wideband
dyslexia,0.001,11,wideband
judgment task,0.001,11,wideband
cortex parietal,0.001,11,wideband
mental state,0.001,11,wideband
covert,0.001,11,wideband
picture,0.0,11,wideband
threatening,0.0,11,wideband
lateral,0.0,11,wideband
spatially,0.0,11,wideband
cortex dorsolateral,0.0,11,wideband
task difficulty,0.0,11,wideband
domain general,0.0,11,wideband
demanding,0.0,11,wideband
suffering,0.0,11,wideband
short term,0.0,11,wideband
parahippocampal cortex,0.0,11,wideband
dorsal ventral,0.0,11,wideband
form,0.0,11,wideband
spatial temporal,0.0,11,wideband
supramarginal gyrus,0.0,11,wideband
word pairs,0.0,11,wideband
depressed,-0.001,11,wideband
life,-0.001,11,wideband
depressive disorder,-0.001,11,wideband
discrimination,-0.001,11,wideband
size,-0.001,11,wideband
discriminate,-0.001,11,wideband
consumption,-0.001,11,wideband
associations,-0.001,11,wideband
signaling,-0.001,11,wideband
act,-0.001,11,wideband
bilaterally,-0.001,11,wideband
controlled,-0.001,11,wideband
behavioral measures,-0.001,11,wideband
relevance,-0.001,11,wideband
avoid,-0.001,11,wideband
performance,-0.001,11,wideband
confounding,-0.001,11,wideband
children,-0.001,11,wideband
capacity,-0.001,11,wideband
humans,-0.001,11,wideband
add,-0.001,11,wideband
hemispheric,-0.001,11,wideband
intelligence,-0.001,11,wideband
maps,-0.001,11,wideband
awareness,-0.001,11,wideband
cortex medial,-0.001,11,wideband
adolescence,-0.001,11,wideband
long term,-0.001,11,wideband
adolescents,-0.001,11,wideband
inconsistent,-0.001,11,wideband
episode,-0.001,11,wideband
load,-0.001,11,wideband
adolescent,-0.001,11,wideband
exploratory,-0.001,11,wideband
persons,-0.001,11,wideband
ability,-0.001,11,wideband
difficult,-0.001,11,wideband
mdd,-0.001,11,wideband
head,-0.001,11,wideband
childhood,-0.001,11,wideband
behavioral,-0.001,11,wideband
psychotic,-0.001,11,wideband
identification,-0.001,11,wideband
motor pre,-0.001,11,wideband
sizes,-0.001,11,wideband
encoded,-0.001,11,wideband
pair,-0.001,11,wideband
disorders,-0.001,11,wideband
visual information,-0.001,11,wideband
suppression,-0.001,11,wideband
visuomotor,-0.001,11,wideband
major depressive,-0.001,11,wideband
accurately,-0.001,11,wideband
prime,-0.001,11,wideband
dimensions,-0.001,11,wideband
organization,-0.001,11,wideband
planning,-0.001,11,wideband
substance,-0.001,11,wideband
efficiency,-0.001,11,wideband
poor,-0.001,11,wideband
experience,-0.001,11,wideband
focus,-0.001,11,wideband
probability,-0.001,11,wideband
